date,country,dau
2023-09-03,Falkland Islands (Malvinas),1
2023-09-03,Finland,2
2023-09-03,France,18
2023-09-03,Gabon,3
2023-09-03,Germany,22
2023-09-03,Greece,2
2023-09-03,Greenland,1
2023-09-03,Guatemala,78
2023-09-03,Guinea,2
2023-09-03,Guyana,2
2023-09-03,Haiti,6
2023-09-03,Honduras,77
2023-09-03,Hong Kong,2
2023-09-03,Hungary,2
2023-09-03,India,67
2023-09-03,Indonesia,15
2023-09-03,Iran,3
2023-09-03,Ireland,2
2023-09-03,Israel,57
2023-09-03,Italy,48
2023-09-03,Japan,1
2023-09-03,Korea,6
2023-09-03,Kuwait,1
2023-09-03,Libya,1
2023-09-03,Malaysia,9
2023-09-03,Mali,6
2023-09-03,Malta,1
2023-09-03,Mexico,702
2023-09-03,Morocco,4909
2023-09-03,Mozambique,1
2023-09-03,Myanmar,4
2023-09-03,Netherlands,6
2023-09-03,New Zealand,11
2023-09-03,Nicaragua,50
2023-09-03,Niger,1
2023-09-03,Norfolk Island,1
2023-09-03,Norway,1
2023-09-03,Pakistan,13
2023-09-03,Panama,151
2023-09-03,Paraguay,430
2023-09-03,Peru,572
2023-09-03,Philippines,8
2023-09-03,Portugal,8
2023-09-03,Puerto Rico,7
2023-09-03,Qatar,1
2023-09-03,Romania,1
2023-09-03,Russian Federation,8
2023-09-03,Saint Pierre and Miquelon,1
2023-09-03,Saudi Arabia,3
2023-09-03,Senegal,3
2023-09-03,Serbia,1
2023-09-03,Singapore,4
2023-09-03,South Africa,14
2023-09-03,Spain,1852
2023-09-03,Sri Lanka,2
2023-09-03,Sudan,3
2023-09-03,Suriname,1
2023-09-03,Sweden,3
2023-09-03,Switzerland,6
2023-09-03,Thailand,3
2023-09-03,Togo,17
2023-09-03,Trinidad and Tobago,2
2023-09-03,Tunisia,1
2023-09-03,Turkey,1
2023-09-03,Uganda,1
2023-09-03,Ukraine,2
2023-09-03,United Arab Emirates,3
2023-09-03,United Kingdom,40
2023-09-03,United States,232
2023-09-03,Uruguay,889
2023-09-03,Venezuela,938
2023-09-03,Yemen,7
2023-09-03,Zambia,1
2023-09-04,Afghanistan,1
2023-09-04,Albania,1
2023-09-04,Algeria,7
2023-09-04,Andorra,3
2023-09-04,Angola,8
2023-09-04,Argentina,12481
2023-09-04,Aruba,2
2023-09-04,Australia,22
2023-09-04,Austria,3
2023-09-04,Bahrain,1
2023-09-04,Bangladesh,1
2023-09-04,Barbados,1
2023-09-04,Belgium,12
2023-09-04,Benin,11
2023-09-04,Bolivia,195
2023-09-04,Bonaire,1
2023-09-04,Brazil,720
2023-09-04,Brunei Darussalam,1
2023-09-04,Bulgaria,1
2023-09-04,Burkina Faso,15
2023-09-04,Cameroon,12
2023-09-04,Canada,17
2023-09-04,Chad,1
2023-09-04,Chile,2674
2023-09-04,China,11
2023-09-04,Colombia,3079
2023-09-04,Congo,43
2023-09-04,Costa Rica,318
2023-09-04,Croatia,1
2023-09-04,Cuba,17
2023-09-04,Curaçao,1
2023-09-04,Côte d'Ivoire,13
2023-09-04,Denmark,2
2023-09-04,Djibouti,2
2023-09-04,Dominica,1
2023-09-04,Dominican Republic,168
2023-09-04,Ecuador,595
2023-09-04,Egypt,31
2023-09-04,El Salvador,98
2023-09-04,Equatorial Guinea,1
2023-09-04,Error: ,301
2023-09-04,Error: 'NoneType' object has no attribute 'name',7
2023-09-04,Error: (0) Could not interpret numbers after plus-sign.,33
2023-09-04,Falkland Islands (Malvinas),2
2023-09-04,Fiji,1
2023-09-04,Finland,1
2023-09-04,France,34
2023-09-04,French Guiana,1
2023-09-04,French Polynesia,1
2023-09-04,Gabon,6
2023-09-04,Germany,38
2023-09-04,Ghana,1
2023-09-04,Greece,5
2023-09-04,Guatemala,100
2023-09-04,Guinea,1
2023-09-04,Guyana,1
2023-09-04,Haiti,7
2023-09-04,Honduras,120
2023-09-04,Hong Kong,1
2023-09-04,Hungary,4
2023-09-04,India,77
2023-09-04,Indonesia,32
2023-09-04,Iran,2
2023-09-04,Ireland,8
2023-09-04,Israel,75
2023-09-04,Italy,92
2023-09-04,Japan,4
2023-09-04,Kazakhstan,2
2023-09-04,Korea,2
2023-09-04,Kuwait,2
2023-09-04,Kyrgyzstan,1
2023-09-04,Libya,1
2023-09-04,Liechtenstein,1
2023-09-04,Malaysia,26
2023-09-04,Mali,7
2023-09-04,Martinique,2
2023-09-04,Mauritania,1
2023-09-04,Mauritius,1
2023-09-04,Mexico,1085
2023-09-04,Monaco,1
2023-09-04,Morocco,6053
2023-09-04,Mozambique,4
2023-09-04,Myanmar,3
2023-09-04,Netherlands,7
2023-09-04,New Caledonia,1
2023-09-04,New Zealand,13
2023-09-04,Nicaragua,59
2023-09-04,Niger,1
2023-09-04,Nigeria,10
2023-09-04,Norfolk Island,1
2023-09-04,Norway,6
2023-09-04,Oman,1
2023-09-04,Pakistan,11
2023-09-04,Panama,226
2023-09-04,Papua New Guinea,1
2023-09-04,Paraguay,954
2023-09-04,Peru,860
2023-09-04,Philippines,10
2023-09-04,Poland,10
2023-09-04,Portugal,18
2023-09-04,Puerto Rico,4
2023-09-04,Qatar,2
2023-09-04,Romania,3
2023-09-04,Russian Federation,22
2023-09-04,Saint Pierre and Miquelon,1
2023-09-04,Saudi Arabia,5
2023-09-04,Senegal,3
2023-09-04,Serbia,2
2023-09-04,Seychelles,1
2023-09-04,Singapore,10
2023-09-04,Sint Maarten (Dutch part),1
2023-09-04,South Africa,24
2023-09-04,Spain,2793
2023-09-04,Sri Lanka,2
2023-09-04,Sudan,2
2023-09-04,Suriname,1
2023-09-04,Sweden,8
2023-09-04,Switzerland,12
2023-09-04,Taiwan,2
2023-09-04,Thailand,6
2023-09-04,Togo,25
2023-09-04,Tokelau,1
2023-09-04,Tunisia,2
2023-09-04,Turkey,3
2023-09-04,Turkmenistan,1
2023-09-04,Ukraine,1
2023-09-04,United Arab Emirates,8
2023-09-04,United Kingdom,52
2023-09-04,United States,283
2023-09-04,Uruguay,2280
2023-09-04,Venezuela,1253
2023-09-04,Viet Nam,2
2023-09-04,Yemen,7
2023-09-04,Zambia,1
2023-09-04,Zimbabwe,2
2023-09-05,Afghanistan,3
2023-09-05,Albania,1
2023-09-05,Algeria,3
2023-09-05,Andorra,1
2023-09-05,Angola,5
2023-09-05,Antigua and Barbuda,1
2023-09-05,Argentina,12733
2023-09-05,Aruba,1
2023-09-05,Australia,26
2023-09-05,Austria,1
2023-09-05,Azerbaijan,3
2023-09-05,Bahrain,1
2023-09-05,Barbados,1
2023-09-05,Belgium,8
2023-09-05,Belize,2
2023-09-05,Benin,15
2023-09-05,Bermuda,1
2023-09-05,Bolivia,233
2023-09-05,Bonaire,2
2023-09-05,Bosnia and Herzegovina,1
2023-09-05,Brazil,715
2023-09-05,British Indian Ocean Territory,1
2023-09-05,Bulgaria,1
2023-09-05,Burkina Faso,9
2023-09-05,Burundi,1
2023-09-05,Cameroon,9
2023-09-05,Canada,19
2023-09-05,Chad,1
2023-09-05,Chile,2883
2023-09-05,China,6
2023-09-05,Colombia,3110
2023-09-05,Comoros,1
2023-09-05,Congo,61
2023-09-05,Costa Rica,285
2023-09-05,Cuba,15
2023-09-05,Czechia,1
2023-09-05,Côte d'Ivoire,16
2023-09-05,Denmark,3
2023-09-05,Djibouti,1
2023-09-05,Dominican Republic,175
2023-09-05,Ecuador,535
2023-09-05,Egypt,29
2023-09-05,El Salvador,96
2023-09-05,Equatorial Guinea,1
2023-09-05,Error: ,318
2023-09-05,Error: 'NoneType' object has no attribute 'name',5
2023-09-05,Error: (0) Could not interpret numbers after plus-sign.,31
2023-09-05,Eswatini,1
2023-09-05,Ethiopia,1
2023-09-05,Faroe Islands,1
2023-09-05,Finland,3
2023-09-05,France,33
2023-09-05,French Guiana,2
2023-09-05,Gabon,4
2023-09-05,Gambia,1
2023-09-05,Germany,46
2023-09-05,Greece,3
2023-09-05,Guatemala,114
2023-09-05,Guyana,1
2023-09-05,Haiti,5
2023-09-05,Honduras,99
2023-09-05,Hungary,4
2023-09-05,Iceland,1
2023-09-05,India,89
2023-09-05,Indonesia,27
2023-09-05,Iran,3
2023-09-05,Ireland,8
2023-09-05,Israel,65
2023-09-05,Italy,91
2023-09-05,Jamaica,4
2023-09-05,Japan,2
2023-09-05,Kazakhstan,2
2023-09-05,Korea,3
2023-09-05,Kuwait,1
2023-09-05,Liberia,1
2023-09-05,Liechtenstein,1
2023-09-05,Luxembourg,1
2023-09-05,Malaysia,22
2023-09-05,Maldives,1
2023-09-05,Mali,3
2023-09-05,Malta,4
2023-09-05,Mauritania,1
2023-09-05,Mexico,1126
2023-09-05,Monaco,1
2023-09-05,Morocco,5928
2023-09-05,Mozambique,3
2023-09-05,Myanmar,2
2023-09-05,Nepal,1
2023-09-05,Netherlands,8
2023-09-05,New Zealand,13
2023-09-05,Nicaragua,72
2023-09-05,Niger,2
2023-09-05,Nigeria,7
2023-09-05,Norway,3
2023-09-05,Oman,3
2023-09-05,Pakistan,13
2023-09-05,Palestine,1
2023-09-05,Panama,218
2023-09-05,Paraguay,950
2023-09-05,Peru,898
2023-09-05,Philippines,12
2023-09-05,Poland,5
2023-09-05,Portugal,18
2023-09-05,Puerto Rico,13
2023-09-05,Qatar,4
2023-09-05,Romania,4
2023-09-05,Russian Federation,18
2023-09-05,Saint Pierre and Miquelon,1
2023-09-05,Saint Vincent and the Grenadines,2
2023-09-05,Samoa,1
2023-09-05,Saudi Arabia,2
2023-09-05,Senegal,2
2023-09-05,Serbia,2
2023-09-05,Singapore,11
2023-09-05,Sint Maarten (Dutch part),1
2023-09-05,South Africa,23
2023-09-05,South Sudan,1
2023-09-05,Spain,2982
2023-09-05,Sri Lanka,3
2023-09-05,Sudan,8
2023-09-05,Suriname,3
2023-09-05,Sweden,4
2023-09-05,Switzerland,17
2023-09-05,Thailand,5
2023-09-05,Togo,19
2023-09-05,Tonga,1
2023-09-05,Turkey,1
2023-09-05,Ukraine,3
2023-09-05,United Arab Emirates,14
2023-09-05,United Kingdom,47
2023-09-05,United States,359
2023-09-05,Uruguay,2289
2023-09-05,Venezuela,1274
2023-09-05,Viet Nam,4
2023-09-05,Yemen,6
2023-09-05,Zambia,2
2023-09-05,Zimbabwe,10
2023-09-06,Afghanistan,3
2023-09-06,Algeria,6
2023-09-06,Andorra,4
2023-09-06,Angola,6
2023-09-06,Antigua and Barbuda,1
2023-09-06,Argentina,12764
2023-09-06,Aruba,1
2023-09-06,Australia,31
2023-09-06,Austria,5
2023-09-06,Azerbaijan,1
2023-09-06,Bahamas,1
2023-09-06,Bahrain,1
2023-09-06,Bangladesh,1
2023-09-06,Barbados,1
2023-09-06,Belarus,1
2023-09-06,Belgium,11
2023-09-06,Belize,2
2023-09-06,Benin,16
2023-09-06,Bermuda,1
2023-09-06,Bolivia,221
2023-09-06,Bonaire,2
2023-09-06,Brazil,724
2023-09-06,Bulgaria,4
2023-09-06,Burkina Faso,7
2023-09-06,Cameroon,14
2023-09-06,Canada,25
2023-09-06,Chad,3
2023-09-06,Chile,2876
2023-09-06,China,8
2023-09-06,Colombia,3216
2023-09-06,Congo,60
2023-09-06,Costa Rica,315
2023-09-06,Croatia,1
2023-09-06,Cuba,21
2023-09-06,Czechia,1
2023-09-06,Côte d'Ivoire,26
2023-09-06,Denmark,3
2023-09-06,Djibouti,2
2023-09-06,Dominican Republic,184
2023-09-06,Ecuador,560
2023-09-06,Egypt,29
2023-09-06,El Salvador,98
2023-09-06,Error: ,339
2023-09-06,Error: 'NoneType' object has no attribute 'name',6
2023-09-06,Error: (0) Could not interpret numbers after plus-sign.,25
2023-09-06,Eswatini,1
2023-09-06,Falkland Islands (Malvinas),1
2023-09-06,France,30
2023-09-06,Gabon,10
2023-09-06,Gambia,1
2023-09-06,Germany,37
2023-09-06,Greece,2
2023-09-06,Guatemala,120
2023-09-06,Guinea,1
2023-09-06,Guyana,2
2023-09-06,Haiti,2
2023-09-06,Honduras,109
2023-09-06,Hungary,7
2023-09-06,India,108
2023-09-06,Indonesia,23
2023-09-06,Iran,3
2023-09-06,Ireland,8
2023-09-06,Israel,86
2023-09-06,Italy,76
2023-09-06,Jamaica,2
2023-09-06,Japan,2
2023-09-06,Jordan,1
2023-09-06,Kazakhstan,5
2023-09-06,Korea,2
2023-09-06,Kuwait,1
2023-09-06,Latvia,1
2023-09-06,Lesotho,1
2023-09-06,Macao,1
2023-09-06,Malaysia,29
2023-09-06,Maldives,1
2023-09-06,Mali,6
2023-09-06,Malta,3
2023-09-06,Mauritania,2
2023-09-06,Mexico,1148
2023-09-06,Morocco,5829
2023-09-06,Mozambique,5
2023-09-06,Myanmar,7
2023-09-06,Netherlands,7
2023-09-06,New Zealand,14
2023-09-06,Nicaragua,55
2023-09-06,Niger,6
2023-09-06,Nigeria,7
2023-09-06,Norfolk Island,2
2023-09-06,Norway,4
2023-09-06,Oman,3
2023-09-06,Pakistan,24
2023-09-06,Panama,219
2023-09-06,Paraguay,1006
2023-09-06,Peru,933
2023-09-06,Philippines,16
2023-09-06,Poland,4
2023-09-06,Portugal,15
2023-09-06,Puerto Rico,11
2023-09-06,Qatar,2
2023-09-06,Romania,8
2023-09-06,Russian Federation,25
2023-09-06,Saint Pierre and Miquelon,1
2023-09-06,Saint Vincent and the Grenadines,2
2023-09-06,Samoa,1
2023-09-06,Saudi Arabia,2
2023-09-06,Senegal,2
2023-09-06,Serbia,1
2023-09-06,Singapore,9
2023-09-06,South Africa,28
2023-09-06,South Sudan,2
2023-09-06,Spain,3069
2023-09-06,Sri Lanka,5
2023-09-06,Sudan,3
2023-09-06,Suriname,3
2023-09-06,Sweden,8
2023-09-06,Switzerland,10
2023-09-06,Taiwan,1
2023-09-06,Tanzania,2
2023-09-06,Thailand,5
2023-09-06,Togo,21
2023-09-06,Trinidad and Tobago,3
2023-09-06,Tunisia,1
2023-09-06,Turkey,2
2023-09-06,Ukraine,2
2023-09-06,United Arab Emirates,11
2023-09-06,United Kingdom,57
2023-09-06,United States,379
2023-09-06,Uruguay,2281
2023-09-06,Venezuela,1342
2023-09-06,Virgin Islands,1
2023-09-06,Wallis and Futuna,1
2023-09-06,Yemen,5
2023-09-06,Zimbabwe,17
2023-09-07,Afghanistan,3
2023-09-07,Algeria,5
2023-09-07,Andorra,1
2023-09-07,Angola,4
2023-09-07,Argentina,12373
2023-09-07,Australia,19
2023-09-07,Austria,5
2023-09-07,Azerbaijan,1
2023-09-07,Bahrain,1
2023-09-07,Bangladesh,2
2023-09-07,Belarus,1
2023-09-07,Belgium,3
2023-09-07,Benin,8
2023-09-07,Bermuda,1
2023-09-07,Bolivia,220
2023-09-07,Bonaire,1
2023-09-07,Bosnia and Herzegovina,2
2023-09-07,Brazil,376
2023-09-07,Bulgaria,2
2023-09-07,Burkina Faso,7
2023-09-07,Cameroon,13
2023-09-07,Canada,24
2023-09-07,Central African Republic,1
2023-09-07,Chad,2
2023-09-07,Chile,2833
2023-09-07,China,3
2023-09-07,Colombia,3002
2023-09-07,Congo,59
2023-09-07,Costa Rica,315
2023-09-07,Croatia,1
2023-09-07,Cuba,17
2023-09-07,Curaçao,1
2023-09-07,Côte d'Ivoire,11
2023-09-07,Djibouti,2
2023-09-07,Dominican Republic,172
2023-09-07,Ecuador,545
2023-09-07,Egypt,35
2023-09-07,El Salvador,114
2023-09-07,Equatorial Guinea,5
2023-09-07,Error: ,333
2023-09-07,Error: 'NoneType' object has no attribute 'name',7
2023-09-07,Error: (0) Could not interpret numbers after plus-sign.,35
2023-09-07,Eswatini,1
2023-09-07,Falkland Islands (Malvinas),2
2023-09-07,Finland,1
2023-09-07,France,34
2023-09-07,French Polynesia,1
2023-09-07,Gabon,9
2023-09-07,Germany,33
2023-09-07,Ghana,1
2023-09-07,Gibraltar,3
2023-09-07,Greece,8
2023-09-07,Guam,1
2023-09-07,Guatemala,108
2023-09-07,Guyana,2
2023-09-07,Haiti,7
2023-09-07,Honduras,108
2023-09-07,Hungary,5
2023-09-07,India,74
2023-09-07,Indonesia,27
2023-09-07,Iran,2
2023-09-07,Ireland,6
2023-09-07,Israel,63
2023-09-07,Italy,82
2023-09-07,Jamaica,3
2023-09-07,Japan,4
2023-09-07,Jordan,2
2023-09-07,Kazakhstan,5
2023-09-07,Korea,3
2023-09-07,Kyrgyzstan,2
2023-09-07,Lesotho,1
2023-09-07,Liberia,1
2023-09-07,Luxembourg,2
2023-09-07,Madagascar,2
2023-09-07,Malaysia,16
2023-09-07,Maldives,1
2023-09-07,Mali,5
2023-09-07,Malta,4
2023-09-07,Mauritania,1
2023-09-07,Mexico,1112
2023-09-07,Moldova,1
2023-09-07,Morocco,5471
2023-09-07,Mozambique,2
2023-09-07,Myanmar,2
2023-09-07,Netherlands,14
2023-09-07,New Zealand,16
2023-09-07,Nicaragua,60
2023-09-07,Niger,1
2023-09-07,Nigeria,8
2023-09-07,Northern Mariana Islands,1
2023-09-07,Norway,4
2023-09-07,Oman,3
2023-09-07,Pakistan,13
2023-09-07,Panama,219
2023-09-07,Paraguay,943
2023-09-07,Peru,904
2023-09-07,Philippines,18
2023-09-07,Poland,3
2023-09-07,Portugal,18
2023-09-07,Puerto Rico,12
2023-09-07,Qatar,1
2023-09-07,Romania,4
2023-09-07,Russian Federation,26
2023-09-07,Samoa,1
2023-09-07,Saudi Arabia,5
2023-09-07,Singapore,5
2023-09-07,Sint Maarten (Dutch part),1
2023-09-07,Slovakia,1
2023-09-07,Slovenia,2
2023-09-07,Somalia,1
2023-09-07,South Africa,19
2023-09-07,South Sudan,3
2023-09-07,Spain,3061
2023-09-07,Sri Lanka,1
2023-09-07,Sudan,3
2023-09-07,Sweden,6
2023-09-07,Switzerland,11
2023-09-07,Syrian Arab Republic,1
2023-09-07,Taiwan,1
2023-09-07,Tanzania,1
2023-09-07,Thailand,3
2023-09-07,Togo,14
2023-09-07,Tokelau,2
2023-09-07,Trinidad and Tobago,1
2023-09-07,Tunisia,1
2023-09-07,Turkey,1
2023-09-07,Turkmenistan,1
2023-09-07,Ukraine,2
2023-09-07,United Arab Emirates,13
2023-09-07,United Kingdom,52
2023-09-07,United States,345
2023-09-07,Uruguay,2131
2023-09-07,Vanuatu,1
2023-09-07,Venezuela,1263
2023-09-07,Viet Nam,2
2023-09-07,Yemen,6
2023-09-07,Zambia,1
2023-09-07,Zimbabwe,26
2023-09-08,Afghanistan,4
2023-09-08,Algeria,2
2023-09-08,Andorra,2
2023-09-08,Angola,3
2023-09-08,Argentina,11952
2023-09-08,Aruba,1
2023-09-08,Australia,20
2023-09-08,Austria,4
2023-09-08,Azerbaijan,1
2023-09-08,Bahrain,1
2023-09-08,Bangladesh,2
2023-09-08,Belgium,5
2023-09-08,Belize,1
2023-09-08,Benin,8
2023-09-08,Bolivia,205
2023-09-08,Brazil,516
2023-09-08,Bulgaria,2
2023-09-08,Burkina Faso,6
2023-09-08,Cameroon,17
2023-09-08,Canada,19
2023-09-08,Chad,2
2023-09-08,Chile,2544
2023-09-08,China,5
2023-09-08,Colombia,2798
2023-09-08,Congo,53
2023-09-08,Costa Rica,305
2023-09-08,Croatia,2
2023-09-08,Cuba,13
2023-09-08,Curaçao,1
2023-09-08,Czechia,1
2023-09-08,Côte d'Ivoire,14
2023-09-08,Denmark,3
2023-09-08,Dominican Republic,154
2023-09-08,Ecuador,522
2023-09-08,Egypt,30
2023-09-08,El Salvador,85
2023-09-08,Equatorial Guinea,1
2023-09-08,Error: ,296
2023-09-08,Error: 'NoneType' object has no attribute 'name',6
2023-09-08,Error: (0) Could not interpret numbers after plus-sign.,19
2023-09-08,Estonia,1
2023-09-08,Ethiopia,1
2023-09-08,Fiji,1
2023-09-08,Finland,1
2023-09-08,France,36
2023-09-08,French Guiana,1
2023-09-08,Gabon,7
2023-09-08,Germany,36
2023-09-08,Ghana,2
2023-09-08,Gibraltar,1
2023-09-08,Greece,4
2023-09-08,Guam,1
2023-09-08,Guatemala,92
2023-09-08,Guyana,1
2023-09-08,Haiti,8
2023-09-08,Honduras,96
2023-09-08,Hong Kong,1
2023-09-08,Hungary,3
2023-09-08,India,76
2023-09-08,Indonesia,24
2023-09-08,Iran,4
2023-09-08,Ireland,6
2023-09-08,Israel,35
2023-09-08,Italy,78
2023-09-08,Jamaica,3
2023-09-08,Japan,4
2023-09-08,Jordan,1
2023-09-08,Kazakhstan,3
2023-09-08,Kenya,1
2023-09-08,Korea,4
2023-09-08,Kuwait,1
2023-09-08,Kyrgyzstan,1
2023-09-08,Liechtenstein,1
2023-09-08,Luxembourg,1
2023-09-08,Malaysia,24
2023-09-08,Mali,7
2023-09-08,Malta,2
2023-09-08,Mexico,1125
2023-09-08,Micronesia,1
2023-09-08,Moldova,1
2023-09-08,Montenegro,2
2023-09-08,Morocco,5254
2023-09-08,Mozambique,1
2023-09-08,Myanmar,5
2023-09-08,Netherlands,13
2023-09-08,New Zealand,12
2023-09-08,Nicaragua,67
2023-09-08,Nigeria,6
2023-09-08,Norfolk Island,2
2023-09-08,Norway,4
2023-09-08,Oman,2
2023-09-08,Pakistan,16
2023-09-08,Panama,208
2023-09-08,Paraguay,875
2023-09-08,Peru,862
2023-09-08,Philippines,18
2023-09-08,Poland,3
2023-09-08,Portugal,14
2023-09-08,Puerto Rico,10
2023-09-08,Qatar,4
2023-09-08,Romania,3
2023-09-08,Russian Federation,20
2023-09-08,Saint Vincent and the Grenadines,1
2023-09-08,San Marino,2
2023-09-08,Saudi Arabia,7
2023-09-08,Senegal,1
2023-09-08,Singapore,12
2023-09-08,South Africa,23
2023-09-08,South Sudan,2
2023-09-08,Spain,2870
2023-09-08,Sri Lanka,1
2023-09-08,Sudan,5
2023-09-08,Suriname,2
2023-09-08,Sweden,3
2023-09-08,Switzerland,11
2023-09-08,Taiwan,1
2023-09-08,Tanzania,1
2023-09-08,Thailand,10
2023-09-08,Togo,14
2023-09-08,Trinidad and Tobago,4
2023-09-08,Tunisia,1
2023-09-08,Turkey,4
2023-09-08,Tuvalu,1
2023-09-08,Uganda,1
2023-09-08,Ukraine,2
2023-09-08,United Arab Emirates,7
2023-09-08,United Kingdom,61
2023-09-08,United States,309
2023-09-08,Uruguay,1972
2023-09-08,Vanuatu,1
2023-09-08,Venezuela,1221
2023-09-08,Viet Nam,2
2023-09-08,Virgin Islands,1
2023-09-08,Yemen,7
2023-09-08,Zimbabwe,13
2023-09-09,Afghanistan,6
2023-09-09,Algeria,4
2023-09-09,Andorra,2
2023-09-09,Angola,3
2023-09-09,Argentina,6776
2023-09-09,Aruba,1
2023-09-09,Australia,21
2023-09-09,Austria,4
2023-09-09,Azerbaijan,4
2023-09-09,Belgium,2
2023-09-09,Belize,1
2023-09-09,Benin,7
2023-09-09,Bolivia,171
2023-09-09,Brazil,350
2023-09-09,Bulgaria,3
2023-09-09,Burkina Faso,10
2023-09-09,Cameroon,8
2023-09-09,Canada,8
2023-09-09,Cayman Islands,1
2023-09-09,Central African Republic,1
2023-09-09,Chad,3
2023-09-09,Chile,1343
2023-09-09,China,2
2023-09-09,Colombia,1796
2023-09-09,Congo,33
2023-09-09,Costa Rica,215
2023-09-09,Cuba,9
2023-09-09,Curaçao,1
2023-09-09,Côte d'Ivoire,13
2023-09-09,Denmark,6
2023-09-09,Dominican Republic,127
2023-09-09,Ecuador,353
2023-09-09,Egypt,23
2023-09-09,El Salvador,86
2023-09-09,Equatorial Guinea,2
2023-09-09,Error: ,226
2023-09-09,Error: 'NoneType' object has no attribute 'name',1
2023-09-09,Error: (0) Could not interpret numbers after plus-sign.,18
2023-09-09,Falkland Islands (Malvinas),1
2023-09-09,Faroe Islands,2
2023-09-09,Fiji,1
2023-09-09,Finland,1
2023-09-09,France,31
2023-09-09,French Guiana,1
2023-09-09,French Polynesia,3
2023-09-09,Gabon,5
2023-09-09,Georgia,1
2023-09-09,Germany,26
2023-09-09,Ghana,1
2023-09-09,Greece,3
2023-09-09,Guatemala,78
2023-09-09,Guyana,1
2023-09-09,Haiti,10
2023-09-09,Honduras,84
2023-09-09,Hungary,3
2023-09-09,India,84
2023-09-09,Indonesia,21
2023-09-09,Iran,3
2023-09-09,Ireland,2
2023-09-09,Israel,27
2023-09-09,Italy,63
2023-09-09,Jamaica,1
2023-09-09,Japan,1
2023-09-09,Jordan,1
2023-09-09,Kazakhstan,2
2023-09-09,Korea,3
2023-09-09,Kuwait,1
2023-09-09,Latvia,1
2023-09-09,Libya,1
2023-09-09,Liechtenstein,1
2023-09-09,Lithuania,1
2023-09-09,Luxembourg,2
2023-09-09,Macao,1
2023-09-09,Madagascar,3
2023-09-09,Malaysia,24
2023-09-09,Mali,3
2023-09-09,Malta,2
2023-09-09,Marshall Islands,1
2023-09-09,Martinique,1
2023-09-09,Mexico,767
2023-09-09,Montenegro,1
2023-09-09,Morocco,3740
2023-09-09,Mozambique,1
2023-09-09,Myanmar,4
2023-09-09,Nepal,1
2023-09-09,Netherlands,9
2023-09-09,New Zealand,13
2023-09-09,Nicaragua,54
2023-09-09,Niger,1
2023-09-09,Nigeria,6
2023-09-09,Norfolk Island,1
2023-09-09,Norway,5
2023-09-09,Pakistan,7
2023-09-09,Panama,133
2023-09-09,Paraguay,576
2023-09-09,Peru,642
2023-09-09,Philippines,6
2023-09-09,Poland,3
2023-09-09,Portugal,13
2023-09-09,Puerto Rico,5
2023-09-09,Qatar,3
2023-09-09,Romania,5
2023-09-09,Russian Federation,19
2023-09-09,Saudi Arabia,4
2023-09-09,Senegal,3
2023-09-09,Serbia,1
2023-09-09,Singapore,8
2023-09-09,Solomon Islands,1
2023-09-09,Somalia,1
2023-09-09,South Africa,13
2023-09-09,Spain,2075
2023-09-09,Sri Lanka,1
2023-09-09,Sudan,2
2023-09-09,Suriname,1
2023-09-09,Sweden,3
2023-09-09,Switzerland,8
2023-09-09,Taiwan,1
2023-09-09,Tajikistan,1
2023-09-09,Thailand,2
2023-09-09,Togo,18
2023-09-09,Trinidad and Tobago,4
2023-09-09,Tunisia,2
2023-09-09,Uganda,1
2023-09-09,United Arab Emirates,9
2023-09-09,United Kingdom,31
2023-09-09,United States,138
2023-09-09,Uruguay,1022
2023-09-09,Venezuela,943
2023-09-09,Viet Nam,1
2023-09-09,Yemen,5
2023-09-09,Zimbabwe,10
2023-09-10,Afghanistan,5
2023-09-10,Algeria,2
2023-09-10,Andorra,2
2023-09-10,Angola,6
2023-09-10,Anguilla,1
2023-09-10,Argentina,5416
2023-09-10,Australia,23
